Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN veya ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Ön Siparişe İzin Ver?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Meta: _wp_page_template","Meta: _product_video_gallery","Meta: _product_video_code","Meta: _product_video_autoplay","Meta: _et_quantity_type","Meta: _et_quantity_ranges","Meta: _sale_price_time_start","Meta: _sale_price_time_end","Meta: _et_gtin","Meta: _et_primary_category","Meta: _et_sale_counter","Meta: _et_single_layout","Meta: _et_additional_block","Meta: _et_product_slider","Meta: _et_single_thumbnail_hover","Meta: _et_product_view_hover","Meta: _et_product_view_color","Meta: _et_product_video_thumbnail","Meta: _yoast_wpseo_primary_brand","Meta: _yoast_wpseo_primary_product_brand","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes"
6772,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 100 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"47,7","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20602.jpg,,,,,,,,,0,
6773,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 120 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"56,7","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20603.jpg,,,,,,,,,0,
6774,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 130 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"46,8","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/7033.jpg,,,,,,,,,0,
6775,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 150 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"64,8","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/7068.jpg,,,,,,,,,0,
6776,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 170 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"86,4","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20604.jpg,,,,,,,,,0,
6777,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 200 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"101,7","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20605.jpg,,,,,,,,,0,
6778,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 220 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"101,7","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20606.jpg,,,,,,,,,0,
6779,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 240 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"111,6","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20607.jpg,,,,,,,,,0,
6780,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 260 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"123,3","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20608.jpg,,,,,,,,,0,
6781,simple,,,"1 MT PVC ISI BORUSU MAVİ SHRINK 280 MM 18650 PİL YALITIM ISI BÜZÜLME KABLO KILIFI",-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"140,4","Elektronik > Adaptör-Pil Ve Aküler, Diğerleri, Elektronik, Elektronik > Adaptör-Pil Ve Aküler > Pil ve Pil Şarj Cihazları",,,https://baserelektrik.com/wp-content/uploads/2025/12/20609.jpg,,,,,,,,,0,
